NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
040340001670	26.2	73.8	32.0	68.0	9	36326	45556	42605
040340001838	29.3	70.7	34.1	65.9	10	34700	48957	44089
040340001839	50.0	50.0	45.0	55.0	7	34945	42166	38917
040340001984	27.3	72.7	30.3	69.7	9	35976	44985	42255
040340001985	55.3	44.7	44.7	55.3	7	35206	41855	38884
040340001986	51.2	48.8	48.8	51.2	6	34878	40555	37783
040340002112	63.8	36.2	43.1	56.9	8	33710	42233	38559
040340002114	52.0	48.0	50.0	50.0	6	35321	41295	38308
040340002283	52.0	48.0	63.0	37.0	5	35589	43972	38691
040340002284	65.4	34.6	67.3	32.7	5	34256	40707	36365
040340002432	49.0	51.0	52.9	47.1	6	34785	42720	38519
040340002476	62.8	37.2	76.7	23.3	4	34188	44389	36560
040340002662	68.6	31.4	57.1	42.9	5	35047	41875	37973
040340003146	61.3	38.7	61.3	38.7	6	34198	43502	37799
040340003147	50.0	50.0	-1.0	66.7	7	-1	43508	42954
040342000058	64.9	35.1	64.9	35.1	6	36035	42712	38381
040342000262	46.8	53.2	38.3	61.7	10	36386	46703	42752
040342000263	66.7	33.3	66.7	33.3	6	36529	43346	38802
040342000264	55.9	44.1	50.0	50.0	9	36126	47463	41795
040342000266	62.2	37.8	60.0	40.0	7	35819	46254	39993
040342000267	70.0	30.0	53.3	46.7	6	35100	42184	38406
040342000268	65.9	34.1	63.6	36.4	7	35524	48259	40155
040342000269	64.3	35.7	50.0	50.0	10	36321	43793	40057
040342000270	66.7	33.3	52.8	47.2	7	35810	43170	39286
040342000271	43.2	56.8	43.2	56.8	12	36767	49455	43976
040342000272	71.4	28.6	65.3	34.7	7	35979	43334	38531
040342001254	77.1	22.9	68.6	31.4	6	35838	44913	38690
040342001402	70.6	29.4	68.6	31.4	5	35542	44350	38306
040342001538	69.4	30.6	58.3	41.7	6	35257	45541	39542
040342002121	67.4	32.6	53.5	46.5	8	36619	45449	40726
040342002281	47.5	52.5	57.5	42.5	8	36580	48970	41846
040342002493	60.0	40.0	60.0	40.0	6	35948	44767	39476
040345000275	64.3	35.7	33.3	66.7	12	38449	56220	50296
040345000277	67.6	32.4	32.4	67.6	11	37898	53032	48136
040345000278	63.2	36.8	34.2	65.8	11	38231	53708	48413
040345000279	56.0	42.7	21.3	78.7	15	38173	57166	53114
040345000280	65.4	34.6	42.0	58.0	11	36900	56895	48502
040345000281	75.6	24.4	37.2	62.8	11	38166	54195	48235
040345000282	60.3	38.5	28.2	71.8	12	38617	55050	50415
040345000283	77.8	22.2	31.9	68.1	11	36742	52761	47644
040345000284	76.4	22.5	40.4	59.6	11	37826	54151	47548
040345001574	-1.0	-1.0	0.0	100.0	21	-2	60696	60696
040350000287	55.9	38.2	41.2	58.8	10	35044	37468	36469
040350000289	70.7	29.3	17.1	82.9	13	30971	38955	37592
040350002422	66.7	33.3	30.0	70.0	11	30721	35563	34111
040355000290	84.6	-1.0	30.8	69.2	9	27278	37123	34094
040355000291	50.0	50.0	75.0	25.0	7	34053	41726	35971
040366000065	100.0	0.0	-1.0	60.0	6	-1	46652	45949
040373000293	77.8	-1.0	-1.0	77.8	12	-1	36810	35382
040373000294	75.0	-1.0	-1.0	75.0	16	-1	35189	33440
040373000295	77.8	-1.0	-1.0	88.9	14	-1	39472	38516
040373001125	100.0	0.0	0.0	100.0	10	-2	32661	32661
040378001392	69.8	30.2	60.5	39.5	6	34827	47248	39738
040378001987	68.8	31.3	52.1	47.9	6	34214	41469	37690
040378002118	64.9	35.1	57.9	42.1	5	34879	40965	37441
040378002119	45.1	54.9	52.7	47.3	7	36950	47852	42102
040378002356	68.9	31.1	59.0	41.0	5	34893	42230	37900
040378002477	81.4	18.6	76.7	23.3	4	35554	35959	35648
040378002663	61.5	38.5	61.5	38.5	5	33169	40431	35962
040382000298	62.5	33.3	27.1	72.9	11	36201	45755	43168
040382000299	78.6	21.4	35.7	64.3	10	35865	44560	41454
040382000300	78.3	21.7	26.1	73.9	14	36734	48255	45249
040382000301	73.1	26.9	26.9	73.1	11	36938	45519	43209
040382002239	71.4	28.6	33.3	66.7	8	38091	45273	42879
040386000068	30.0	70.0	50.0	50.0	5	44868	45260	45064
040386000079	90.9	-1.0	-1.0	81.8	8	-1	44491	45216
040386001183	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040386001541	95.0	-1.0	75.0	25.0	6	42045	52151	44572
040386002105	71.4	-1.0	57.1	42.9	8	42760	49020	45443
040386002106	100.0	0.0	75.0	-1.0	7	42287	-1	44280
040386002365	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
040386003086	0.0	-1.0	-1.0	0.0	-1	-1	-2	-1
040387000306	55.2	43.1	10.3	89.7	12	32968	43577	42479
040387000307	64.5	35.5	38.7	61.3	9	33916	41565	38604
040387000308	60.0	40.0	31.4	68.6	11	36157	43200	40986
040387000381	64.9	35.1	24.3	75.7	9	38837	43342	42246
040387001041	68.4	31.6	39.5	60.5	9	34899	42787	39673
040387001057	76.5	23.5	32.4	67.6	9	37431	37841	37708
040387001228	68.8	31.3	25.0	75.0	11	30484	44186	40761
040387001465	64.7	35.3	29.4	70.6	9	33009	41151	38756
040387002563	63.0	37.0	51.9	48.1	7	33878	38253	35984
040387002564	54.5	45.5	18.2	81.8	11	34816	42447	41059
040390000309	80.0	-1.0	0.0	100.0	21	-2	43555	43555
040395000310	52.6	47.4	47.4	52.6	9	32960	42872	38177
040395000311	91.7	-1.0	41.7	58.3	8	34133	37434	36058
040395000312	78.6	21.4	53.6	46.4	9	33708	44409	38676
040395000313	76.5	23.5	29.4	70.6	11	33275	43841	40733
040396000314	62.5	37.5	40.0	60.0	10	39493	50548	46126
040396000315	69.8	30.2	32.6	67.4	11	38415	51177	47022
040396000316	69.7	30.3	36.4	63.6	10	39911	47989	45052
040396000317	64.3	35.7	35.7	64.3	10	38002	48577	44801
040396000318	67.5	32.5	37.5	62.5	8	37549	44037	41604
040396000319	64.4	35.6	37.8	62.2	8	40689	46348	44210
040396000650	59.6	40.4	40.4	59.6	7	39459	46334	43555
040396001542	72.7	27.3	31.8	68.2	8	38934	44445	42691
040396001543	83.3	-1.0	50.0	50.0	5	40090	45449	42770
040396001876	80.6	19.4	45.2	54.8	7	39356	45555	42756
040396002131	54.5	45.5	22.7	77.3	15	40194	54245	51051
040396002282	46.9	53.1	21.9	78.1	13	40683	50928	48687
040396002382	60.0	40.0	73.3	26.7	4	38860	48988	41561
040399000320	58.6	37.9	62.1	37.9	4	34583	38007	35882
040399002561	75.6	24.4	75.6	24.4	4	33867	38177	34918
040399003067	70.0	30.0	65.0	35.0	5	34374	38464	35805
040401000321	68.8	31.3	31.3	68.8	12	34811	48637	44317
040401000322	-1.0	60.0	0.0	100.0	15	-2	44343	44343
040401002542	80.0	-1.0	50.0	50.0	9	35551	45834	40693
040406000324	55.4	44.6	39.3	60.7	10	33556	42496	38984
040406001160	46.7	53.3	33.3	66.7	11	34151	43689	40510
040406001161	48.4	51.6	32.3	67.7	12	36016	43788	41281
040406001162	39.5	60.5	15.8	84.2	12	35864	42282	41269
040417000330	80.0	-1.0	-1.0	80.0	10	-1	37025	35986
040423000083	65.3	34.7	22.4	77.6	12	36363	51818	48349
040423000099	53.6	46.4	17.9	82.1	14	36500	54376	51184
040423000297	62.1	37.9	20.7	79.3	11	35049	49592	46583
040423000332	61.0	39.0	41.5	58.5	11	37556	51039	45449
040423000334	58.5	41.5	43.4	56.6	10	36059	53874	46143
040423000335	56.7	43.3	30.0	70.0	12	38053	52356	48065
040423000336	56.8	43.2	29.7	70.3	12	38275	51720	47723
040423000653	56.0	44.0	28.0	72.0	9	35360	50696	46402
040423000656	41.4	58.6	27.6	72.4	12	36003	51281	47067
040423000660	48.5	51.5	57.6	42.4	7	36613	51999	43140
040423000665	59.6	40.4	15.4	84.6	11	37488	49803	47908
040423000677	45.9	54.1	24.3	75.7	10	37620	49922	46929
040423001127	59.3	40.7	29.6	70.4	13	36650	52639	47902
040423001128	52.6	47.4	31.6	68.4	13	37021	55827	49888
040423001231	31.0	69.0	37.9	62.1	10	34924	54372	46995
040423001299	44.8	55.2	20.7	79.3	14	36649	55866	51890
040423001300	55.1	44.9	20.4	79.6	12	36097	52295	48989
040423001370	50.0	50.0	29.2	70.8	10	36889	53144	48403
040423001371	53.6	46.4	32.1	67.9	12	34901	50567	45531
040423001405	56.7	43.3	26.7	73.3	11	37022	52068	48056
040423001466	63.3	36.7	20.0	80.0	12	42040	50127	48510
040423001496	50.0	50.0	37.1	62.9	11	35704	52745	46424
040423001546	56.7	43.3	46.7	53.3	8	37035	47814	42784
040423001877	39.4	60.6	33.3	66.7	9	38394	50096	46195
040423002000	69.0	31.0	48.3	51.7	8	37206	49511	43571
040428000337	66.7	33.3	40.7	59.3	8	36572	44562	41307
040428000338	61.8	38.2	54.5	45.5	7	37265	47110	41740
040428000339	62.5	37.5	50.0	50.0	7	36933	46578	41755
040428000340	58.1	41.9	38.7	61.3	9	35703	49084	43904
040428000433	46.6	53.4	44.3	55.7	8	38364	46603	42952
040428001129	54.5	45.5	45.5	54.5	7	36865	45828	41754
040428001130	64.3	35.7	50.0	50.0	7	36051	47569	41810
040428001756	57.1	42.9	50.0	50.0	7	36586	44890	40738
040428002182	58.6	41.4	51.7	48.3	6	38152	45051	41483
040429000341	71.0	29.0	51.6	48.4	9	33145	39468	36204
040429000342	78.8	21.2	60.6	39.4	7	33820	42325	37171
040429001391	69.2	30.8	46.2	53.8	10	34537	40922	37975
040429002398	78.6	21.4	60.7	39.3	7	34808	36258	35378
040432000343	75.6	24.4	58.5	41.5	7	35883	44395	39413
040432001467	68.4	31.6	60.5	39.5	6	38267	42881	40088
040432002133	86.0	11.6	55.8	44.2	6	37400	43146	39939
040432002383	66.7	33.3	66.7	33.3	6	36187	46761	39711
040432002489	90.2	9.8	75.6	24.4	4	33605	42039	35662
040438000344	69.2	30.8	61.5	38.5	7	38775	45247	41264
040438000345	72.7	27.3	24.2	75.8	9	37378	46384	44201
040438001420	60.0	40.0	52.5	47.5	7	40149	46575	43201
040438001547	74.4	25.6	46.5	53.5	8	39589	47773	43966
040438001881	59.5	40.5	40.5	59.5	8	38198	47668	43829
040438002003	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1
040438002004	62.3	37.7	56.6	43.4	7	40741	47921	43857
040438002342	89.7	10.3	76.9	23.1	6	40070	47366	41754
040438002430	76.2	23.8	57.1	42.9	7	39212	46097	42163
040438002431	60.8	39.2	58.8	41.2	6	39232	45995	42017
040438002499	64.1	33.3	48.7	51.3	7	38088	46587	42446
040441001302	81.5	18.5	55.6	44.4	7	32756	41265	36538
040441002418	62.5	37.5	50.0	50.0	8	32496	42870	37683
040444000347	73.3	26.7	84.4	15.6	3	35944	41226	36765
040444000348	58.3	41.7	58.3	41.7	6	37174	42183	39261
040444002247	64.3	35.7	78.6	21.4	4	37307	43622	38660
040444002435	64.4	35.6	73.3	26.7	5	36864	45260	39102
040444002497	77.8	22.2	86.1	13.9	3	35691	40044	36295
040450000353	45.0	55.0	45.0	55.0	9	31594	42772	37742
040450000354	43.2	56.8	47.7	52.3	8	32661	41514	37289
040450000355	44.2	55.8	53.5	46.5	7	34475	41664	37819
040450000357	54.5	45.5	63.6	36.4	6	36714	42407	38784
040450000358	56.1	43.9	65.9	34.1	7	36072	42463	38254
040450000359	57.5	42.5	62.5	37.5	7	34252	43707	37797
040450000678	74.4	25.6	66.7	33.3	6	33952	42833	36913
040453000361	63.6	36.4	90.9	-1.0	4	35501	-1	35723
040457000362	63.6	36.4	45.5	54.5	8	36138	43320	40055
040457000363	52.9	47.1	35.3	64.7	9	36345	42308	40204
040457000364	62.5	37.5	-1.0	93.8	13	-1	44521	44041
040457000366	44.8	55.2	20.7	79.3	11	36751	41375	40418
040463000333	67.6	32.4	26.5	73.5	15	36227	48116	44969
040463000367	57.5	42.5	47.5	52.5	9	35252	45585	40677
040463000368	60.0	40.0	20.0	80.0	12	36195	43748	42237
040463000369	44.4	55.6	16.7	83.3	17	35297	50757	48180
040463000370	57.6	42.4	37.0	63.0	12	35365	47291	42883
040463000984	51.1	48.9	40.4	59.6	11	35778	45483	41560
040463000998	76.0	24.0	32.0	68.0	12	35554	44454	41606
040463000999	-1.0	75.0	75.0	-1.0	6	37852	-1	38595
040463001069	58.8	41.2	44.1	55.9	10	37896	46366	42629
040463001131	57.6	42.4	22.0	78.0	12	35806	44787	42808
040463001163	42.9	57.1	28.6	71.4	15	34972	50391	45986
040463001164	53.3	46.7	36.7	63.3	10	37183	45637	42537
040463001165	62.2	35.1	45.9	54.1	9	35815	43316	39870
040463001372	48.6	50.5	22.9	77.1	12	36126	45840	43612
040463001408	58.7	41.3	30.4	69.6	12	35839	46123	42993
040463002197	69.0	31.0	31.0	69.0	9	34323	41984	39613
040472000371	55.6	44.4	63.9	36.1	5	32348	38275	34488
040472000372	60.5	39.5	50.0	50.0	7	32566	40317	36442
040472001468	69.0	31.0	66.7	33.3	5	31493	37441	33475
040472002560	86.4	13.6	81.8	18.2	4	31236	38642	32582
040472002665	72.2	27.8	50.0	50.0	6	31233	39854	35543
040472003113	82.1	17.9	71.4	28.6	4	31917	40311	34315
040477001005	54.5	45.5	31.8	68.2	12	33638	42484	39670
040477002400	54.5	45.5	50.0	50.0	10	33556	45163	39360
040482000374	45.0	55.0	35.0	65.0	11	30571	39086	36106
040482000375	53.3	40.0	33.3	66.7	12	32256	37871	36000
040486000376	75.0	25.0	-1.0	83.3	9	-1	38143	37286
040492000377	75.0	-1.0	-1.0	75.0	15	-1	42792	43696
040497000108	32.3	67.7	24.6	75.4	11	40640	52536	49607
040497000118	33.3	66.7	-1.0	90.5	14	-1	54859	53259
040497000122	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040497000229	42.1	57.9	34.2	65.8	10	40742	53069	48852
040497000230	36.4	63.6	12.1	87.9	16	40330	54399	52694
040497000378	72.1	27.9	51.2	48.8	7	38809	49558	44058
040497000379	32.4	67.6	20.6	79.4	15	39803	56642	53175
040497000380	33.3	66.7	19.7	80.3	13	39225	54603	51574
040497000382	24.3	75.7	10.8	89.2	16	40489	57867	55989
040497000383	47.4	52.6	23.7	76.3	14	40138	56628	52723
040497000384	52.4	47.6	40.5	59.5	12	39480	55927	49270
040497000385	57.5	42.5	22.5	77.5	17	38582	57317	53102
040497000386	45.5	54.5	18.2	81.8	14	39615	55447	52569
040497000387	47.4	52.6	29.5	70.5	12	40025	53869	49786
040497000388	54.8	45.2	19.4	80.6	17	39592	56232	53012
040497000389	73.2	26.8	39.0	61.0	10	38678	51952	46772
040497000391	48.9	51.1	42.2	57.8	11	39422	57511	49873
040497000393	48.5	51.5	12.1	87.9	16	41717	54632	53067
040497000394	42.1	57.9	18.4	81.6	15	40639	55303	52602
040497000395	52.9	47.1	26.5	73.5	15	39751	57385	52717
040497000396	50.0	50.0	48.3	51.7	10	39003	52406	45928
040497000397	41.7	58.3	30.6	69.4	12	37839	57458	51463
040497000398	58.1	41.9	34.9	65.1	9	38985	50270	46333
040497000399	50.0	50.0	34.2	65.8	13	39685	58321	51946
040497000400	46.9	53.1	24.5	75.5	12	40111	53174	49975
040497000401	54.3	45.7	34.8	65.2	11	38444	53893	48519
040497000402	37.0	63.0	14.8	85.2	16	39023	55977	53465
040497000404	33.9	65.3	14.5	85.5	16	39101	57312	54669
040497000405	44.6	55.4	35.7	64.3	13	40287	55558	50104
040497000406	35.0	65.0	19.5	80.5	15	39730	56474	53207
040497000407	30.0	70.0	-1.0	80.0	10	-1	50334	48853
040497000409	41.9	58.1	22.6	77.4	15	39365	54530	51105
040497000410	43.5	56.5	34.8	65.2	13	39433	56444	50527
040497000411	38.7	61.3	16.1	83.9	19	38654	60395	56888
040497000412	56.8	43.2	22.7	77.3	16	37750	56085	51918
040497000413	52.8	47.2	38.9	61.1	13	38348	56993	49742
040497000415	53.5	46.5	39.5	60.5	10	38841	54248	48157
040497000416	51.3	48.7	28.2	71.8	13	39347	55788	51151
040497000417	42.9	57.1	14.3	85.7	19	38743	58934	56049
040497000418	54.0	46.0	48.0	52.0	10	40264	55092	47975
040497000419	32.5	67.5	21.4	78.6	14	40125	55909	52536
040497000420	48.9	51.1	20.0	80.0	14	41789	53566	51211
040497000421	62.5	37.5	40.6	59.4	12	39024	54115	47984
040497000551	65.6	34.4	21.9	78.1	13	38358	53061	49845
040497000553	25.8	74.2	-1.0	93.5	15	-1	54982	53930
040497000555	-1.0	71.4	0.0	100.0	14	-2	54988	54988
040497000578	44.4	55.6	33.3	66.7	9	39139	46399	43979
040497000580	42.4	52.5	25.4	74.6	13	39004	55087	50998
040497001070	39.5	60.5	18.4	81.6	14	38465	54328	51406
040497001071	47.6	52.4	21.4	78.6	13	39439	53682	50630
040497001072	36.0	64.0	12.0	88.0	20	40133	60679	58213
040497001073	46.4	53.6	25.0	75.0	14	38055	56390	51807
040497001074	21.9	78.1	15.6	84.4	16	41583	58159	55569
040497001076	42.1	57.9	42.1	57.9	9	38710	51744	46256
040497001132	31.3	67.0	21.4	78.6	17	39846	59369	55185
040497001166	33.3	66.7	22.2	77.8	15	38720	57143	53049
040497001167	28.0	72.0	-1.0	92.0	20	-1	61785	60036
040497001186	50.0	50.0	19.4	80.6	13	39785	53300	50672
040497001187	61.1	38.9	33.3	66.7	11	39053	53993	49013
040497001233	42.9	57.1	22.9	77.1	13	37371	55817	51601
040497001234	45.5	54.5	24.2	75.8	15	40379	56843	52852
040497001235	44.4	55.6	20.0	80.0	16	39193	55491	52232
040497001305	33.3	66.7	15.2	84.8	18	42230	61132	58268
040497001373	23.1	76.9	11.5	88.5	21	37306	61914	59075
040497001374	40.0	60.0	15.0	85.0	15	40279	55998	53640
040497001375	57.1	42.9	22.9	77.1	14	39880	53298	50231
040497001376	50.0	50.0	14.5	85.5	14	39443	53020	51049
040497001409	37.9	62.1	27.6	72.4	14	40922	56409	52136
040497001410	48.5	51.5	9.1	90.9	14	41008	52276	51252
040497001411	34.2	63.3	23.3	76.7	15	39227	58333	53875
040497001413	21.4	78.6	-1.0	85.7	17	-1	56139	54064
040497001469	27.3	72.7	9.1	90.9	18	43007	59118	57653
040497001497	35.5	64.5	25.8	74.2	14	39038	58271	53308
040497001550	38.2	61.8	14.7	85.3	16	37606	57594	54654
040497001667	28.9	71.1	18.4	81.6	14	40753	54812	52222
040497001827	55.3	44.7	23.7	76.3	11	39510	51342	48540
040497001828	28.6	71.4	28.6	71.4	11	37681	55200	50195
040497001830	46.6	52.3	31.8	68.2	10	38769	52500	48131
040497001831	-1.0	80.0	-1.0	90.0	14	-1	53015	52191
040497001833	-1.0	88.9	-1.0	77.8	11	-1	54285	50818
040497001981	60.6	39.4	33.3	66.7	10	40201	51417	47678
040497002108	45.7	54.3	22.9	77.1	10	40026	52405	49575
040497002109	34.6	65.4	19.2	80.8	13	41582	58370	55142
040497002110	45.2	54.8	24.7	75.3	13	39732	54250	50671
040497002280	48.6	51.4	35.1	64.9	10	39120	53486	48438
040497002337	-1.0	83.3	0.0	100.0	15	-2	54319	54319
040497002678	-1.0	75.0	75.0	-1.0	9	39139	-1	46533
040503000429	50.0	50.0	-1.0	85.7	20	-1	38533	37868
040503001077	78.9	15.8	26.3	73.7	16	33545	38276	37031
040503001134	72.7	27.3	45.5	54.5	10	34940	34298	34590
040503003134	57.1	42.9	-1.0	95.2	17	-1	35650	35510
040507000430	67.7	32.3	43.5	56.5	9	42194	49406	46265
040510000431	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040519000435	77.8	22.2	25.9	74.1	9	35032	41701	39972
040519001414	72.7	27.3	18.2	81.8	12	34241	43210	41579
040519001415	72.7	27.3	31.8	68.2	10	33615	43942	40656
040519001758	66.7	33.3	-1.0	86.7	12	-1	42390	41203
040522000436	57.1	42.9	0.0	100.0	20	-2	40817	40817
040532000438	50.0	50.0	18.8	81.3	12	31800	38449	37202
040532000441	65.0	35.0	25.0	75.0	8	32000	35140	34355
040534000442	100.0	0.0	-1.0	87.5	8	-1	40338	39163
040540000445	83.3	16.7	61.9	38.1	7	33924	41530	36821
040540000446	70.6	29.4	47.1	52.9	10	34252	42894	38828
040540000447	80.0	20.0	62.0	38.0	6	33648	39569	35898
040540001309	85.2	14.8	40.7	59.3	13	33523	46082	40965
040543000448	56.3	43.8	18.8	81.3	14	28476	38991	37019
040546000449	69.0	28.6	33.3	66.7	11	38137	46189	43505
040550001237	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
040553000451	61.8	38.2	11.8	88.2	14	32475	42089	40958
040553000453	73.7	26.3	36.8	63.2	9	33663	40623	38059
040553000454	35.3	64.7	17.6	82.4	16	37231	46842	45146
040553000455	51.2	45.1	18.3	81.7	14	34357	43975	42216
040553000456	78.3	21.7	34.8	65.2	10	31960	40953	37825
040553001034	41.2	58.8	23.5	76.5	13	37499	43114	41793
040553001238	52.6	47.4	26.3	73.7	12	32713	43136	40393
040553001310	56.7	43.3	40.0	60.0	11	36094	42925	40193
040553001470	40.0	60.0	32.0	68.0	10	33823	41822	39262
040553001552	-1.0	87.5	-1.0	75.0	14	-1	46225	43170
040564001311	100.0	0.0	-1.0	-1.0	4	-1	-1	34028
040564001416	64.0	36.0	24.0	76.0	13	33106	41302	39335
040567000459	78.6	21.4	60.7	39.3	7	34049	45141	38407
040567000460	68.4	31.6	39.5	60.5	9	34570	43167	39774
040567000461	63.2	36.8	42.1	57.9	7	33870	40456	37683
040567000464	64.3	35.7	31.0	69.0	10	34216	43525	40644
040567001170	65.6	34.4	46.9	53.1	6	34012	39847	37112
040567001703	69.0	31.0	20.7	79.3	11	33583	42885	40960
040573000466	-1.0	-1.0	0.0	100.0	19	-2	60749	60749
040576000467	66.7	-1.0	-1.0	83.3	11	-1	43847	42599
040582000468	60.9	39.1	30.4	69.6	10	38037	46769	44111
040582000469	43.1	53.4	25.9	74.1	10	38634	46242	44274
040582001078	70.0	27.5	47.5	52.5	8	37366	46692	42262
040582001312	48.8	51.2	22.0	78.0	13	38464	49029	46710
040585000470	70.0	30.0	55.0	45.0	7	35812	45196	40035
040588000471	57.1	42.9	10.7	89.3	13	32267	42657	41544
040588001498	62.5	37.5	12.5	87.5	10	32345	39903	38958
040588001818	81.8	-1.0	-1.0	81.8	9	-1	37940	36939
040593000126	39.1	60.9	37.0	63.0	11	35250	50779	45040
040593000130	47.7	52.3	31.8	68.2	10	35559	45631	42426
040593000276	26.3	73.7	26.3	73.7	14	35093	53477	48639
040593000473	45.9	54.1	40.5	59.5	11	35209	49320	43599
040593000475	42.4	57.6	36.4	63.6	14	35572	51854	45933
040593000477	22.9	77.1	-1.0	97.1	19	-1	53442	53014
040593000478	35.5	64.5	32.3	67.7	14	36068	54013	48224
040593000479	46.3	53.7	29.3	70.7	15	34680	54273	48538
040593000482	45.9	54.1	40.5	59.5	9	35580	46704	42194
040593000483	39.5	60.5	23.3	76.7	14	37393	49359	46576
040593000484	33.3	66.7	24.2	75.8	16	37822	50740	47609
040593000485	47.1	52.9	14.7	85.3	14	35342	47498	45710
040593000487	60.9	39.1	63.0	37.0	5	35420	40672	37361
040593000488	44.2	55.8	30.8	69.2	13	35927	49081	45034
040593000491	48.2	51.8	43.4	56.6	11	35276	49280	43206
040593000492	40.8	59.2	22.4	77.6	15	34915	50765	47207
040593000606	29.4	70.6	32.4	67.6	12	36362	49499	45249
040593000610	40.6	59.4	18.8	81.3	14	35172	49495	46809
040593000611	44.4	55.6	33.3	66.7	13	35171	50980	45710
040593000613	66.7	-1.0	50.0	50.0	7	42767	48373	45570
040593001080	38.7	61.3	25.8	74.2	13	35068	48222	44827
040593001081	25.0	75.0	10.7	89.3	16	35411	52675	50825
040593001082	44.4	55.6	18.5	81.5	13	38691	50498	48312
040593001083	42.9	57.1	35.7	64.3	10	35341	46449	42482
040593001084	39.0	61.0	26.7	73.3	15	34981	51028	46749
040593001136	30.3	69.7	24.2	75.8	16	35116	54077	49480
040593001195	25.8	74.2	9.7	90.3	16	34746	50774	49222
040593001218	50.0	50.0	34.8	65.2	12	35526	49598	44703
040593001230	41.4	58.6	31.0	69.0	11	35423	47111	43484
040593001239	18.5	81.5	29.6	70.4	19	38501	60458	53952
040593001240	35.4	64.6	31.3	68.8	11	35599	47097	43504
040593001313	47.5	52.5	40.0	60.0	10	34798	48523	43033
040593001377	33.3	66.7	23.3	76.7	13	35652	49036	45913
040593001378	24.2	75.8	21.2	78.8	12	36705	47658	45335
040593001419	26.5	73.5	8.8	91.2	15	35502	49200	47991
040593001421	40.0	60.0	60.0	40.0	11	35953	53717	43059
040593001471	34.3	65.7	22.9	77.1	13	36719	49276	46406
040593001553	29.7	70.3	22.0	78.0	14	35687	49170	46206
040593001672	28.9	71.1	26.3	73.7	12	35456	47364	44230
040593001869	36.1	63.9	22.2	77.8	11	35469	47003	44440
040593001995	39.5	60.5	31.6	68.4	10	35691	45652	42506
040593002266	36.6	63.4	36.6	63.4	10	35611	45533	41903
040593002268	45.2	54.8	47.6	52.4	9	35298	48912	42429
040593002343	58.6	41.4	34.5	65.5	8	37480	43279	41279
040593002668	42.3	57.7	26.9	73.1	13	35194	48270	44749
040593003104	42.3	57.7	38.5	61.5	10	38071	47069	43609
040598000457	65.6	31.3	34.4	65.6	10	33568	42331	39319
040598000493	71.4	28.6	35.7	64.3	11	34774	41988	39411
040598000494	87.0	13.0	34.8	65.2	12	34553	43932	40670
040598000495	89.5	-1.0	52.6	47.4	9	34162	41713	37739
040598001977	83.3	-1.0	50.0	50.0	9	34020	41643	37832
040600000497	-1.0	-1.0	-1.0	-1.0	21	-1	-1	48695
040603000499	75.0	-1.0	-1.0	75.0	10	-1	45439	41923
040607000500	53.3	46.7	48.9	51.1	9	37215	49303	43393
040607000501	67.6	32.4	56.8	43.2	7	37544	45971	41188
040607001088	53.8	46.2	42.3	57.7	9	36466	48756	43556
040607001181	47.8	52.2	39.1	60.9	11	39771	50116	46068
